Input Title,Input Year,Country 1,Country 2,Country 3,Country 4,Language 1,Language 2,Language 3,Language 4,Lang 1,Lang 2,Lang 3,Lang 4,Output Title (for verification),Output Release Date (for verification)
"Breathtaking",2004,,,,,,,,,,,,,"Comment j'ai tué mon père",2001-09-19
"La araña vampiro (The Vampire Spider)",2012,,,,,,,,,,,,,"Comment j'ai tué mon père",2001-09-19
"Diletante",2010,,,,,,,,,,,,,"Comment j'ai tué mon père",2001-09-19
"Eva and Lola",2010,Argentina,,,,Español,,,,es,,,,"Eva y Lola",2010-06-03
"El secreto de sus ojos",2010,Argentina,Spain,,,Español,,,,es,,,,"Eva y Lola",2010-06-03
"El vagoneta en el mundo del cine",2012,,,,,,,,,,,,,"Eva y Lola",2010-06-03
"Diario Argentino",2008,,,,,,,,,,,,,"Eva y Lola",2010-06-03
"Ni dios, ni patrón, ni marido (Neither God, Nor Master or Husband)",2010,,,,,Español,,,,es,,,,"Ni dios, ni patrón, ni marido",2010-09-23
"El secreto de sus ojos",2010,Argentina,Spain,,,Español,,,,es,,,,"Ni dios, ni patrón, ni marido",2010-09-23
"Pompeya",2012,Argentina,,,,Español,,,,es,,,,"Pompeya",2012-07-05
"Ay Juancito",2004,,,,,,,,,,,,,"Pompeya",2012-07-05
"Mercano, el marciano",2002,Argentina,,,,Español,,,,es,,,,"Mercano, el Marciano",2002-10-03
"Los santos sucios (The Dirty Saints)",2011,Argentina,,,,Español,,,,es,,,,"Los santos sucios",2009-09-12
"Isidoro, la película",2007,,,,,,,,,,,,,"Los santos sucios",2009-09-12
"El Arca",2008,,,,,English,,,,en,,,,"Los santos sucios",2009-09-12
"Un Buda",2005,Argentina,,,,Español,,,,es,,,,"Un Buda",2005-07-14
"Otro corazón",2012,,,,,,,,,,,,,"Un Buda",2005-07-14
"Pretendiendo (Ugly Me)",2006,Chile,,,,Español,,,,es,,,,"Pretendiendo",2006-10-06
"Los Guantes mágicos",2004,,,,,,,,,,,,,"Los guantes mágicos",2003-08-12
"Antes del estreno",2011,,,,,,,,,,,,,"Los guantes mágicos",2003-08-12
"El dedo",2011,Argentina,,,,Español,,,,es,,,,"El Dedo",2011-05-26
"Tres de corazones",2007,Argentina,,,,Español,,,,es,,,,"Tres de corazones",2007-04-26
"Bolivia",2003,Argentina,Netherlands,,,Español,,,,es,,,,"Bolivia",2001-09-22
"Dormir al sol (Asleep in the Sun)",2012,,,,,,,,,,,,,"Dormir al Sol",2011-04-24
"Concorrenza sleale",2009,,,,,,,,,,,,,"Concorrenza sleale",2001-01-01
"Ana y los otros",2006,Argentina,,,,Español,,,,es,,,,"Ana y los otros",2003-04-21
"Impunidad",2008,,,,,,,,,,,,,"Ana y los otros",2003-04-21
"Nos Otros",2008,,,,,,,,,,,,,"Ana y los otros",2003-04-21
"La Ciénaga",2002,,,,,,,,,,,,,"Ana y los otros",2003-04-21
"Madres (2007)",2007,,,,,,,,,,,,,"Ana y los otros",2003-04-21
"Cruzadas",2011,,,,,Español,,,,es,,,,"Piernas Cruzadas",1984-03-15
"Bolivia",2002,Argentina,Netherlands,,,Español,,,,es,,,,"Piernas Cruzadas",1984-03-15
"Año Mariano",2002,,,,,Español,,,,es,,,,"Año mariano",2000-08-11
"Piratas en el Callao",2005,,,,,,,,,,,,,"Piratas en el Callao",2005-08-05
"Esperando la carroza (2012 re-release)",2012,,,,,,,,,,,,,"Piratas en el Callao",2005-08-05
"Sangre del Pacífico",2009,,,,,,,,,,,,,"Piratas en el Callao",2005-08-05
"El Fondo del mar",2003,United States of America,,,,English,,,,en,,,,"Beneath the 12-Mile Reef",1953-12-02
"Días de pesca (Gone Fishing)",2012,Argentina,,,,Español,,,,es,,,,"Gone Fishing",2012-12-26
"El Arca",2008,,,,,English,,,,en,,,,"Gone Fishing",2012-12-26
"Amando a Maradona",2006,,,,,Español,,,,es,,,,"Amando a Maradona",2005-12-22
"El cruce de Los Andes",2011,Argentina,Spain,,,Español,,,,es,,,,"Revolución. El cruce de Los Andes",2011-04-07
"Una Estrella y dos cafés",2006,Argentina,,,,Español,,,,es,,,,"Una estrella y dos cafés",2006-06-15
"Días de mayo",2009,United States of America,,,,English,,,,en,,,,"Seven Days in May",1964-02-12
"El derrotado",2011,,,,,,,,,,,,,"Seven Days in May",1964-02-12
"La patria equivocada",2011,Argentina,,,,Español,,,,es,,,,"La patria equivocada",2011-10-27
"El Arca",2008,,,,,English,,,,en,,,,"La patria equivocada",2011-10-27
"Extranjera (2007)",2008,,,,,,,,,,,,,"La patria equivocada",2011-10-27
"El secreto de sus ojos",2010,Argentina,Spain,,,Español,,,,es,,,,"La patria equivocada",2011-10-27
"Vanidad",2005,,,,,,,,,,,,,"La patria equivocada",2011-10-27
"El Juego de Arcibel",2003,Argentina,,,,Español,,,,es,,,,"El juego de Arcibel",2004-10-25
"Solos en la ciudad",2011,,,,,,,,,,,,,"El juego de Arcibel",2004-10-25
"El Infinito sin estrellas",2007,,,,,,,,,,,,,"El juego de Arcibel",2004-10-25
"Love Never Dies",2012,Australia,United Kingdom,,,English,,,,en,,,,"Love Never Dies",2012-02-28
"El secreto de sus ojos",2010,Argentina,Spain,,,Español,,,,es,,,,"Love Never Dies",2012-02-28
"Dulce de leche",2012,,,,,,,,,,,,,"Love Never Dies",2012-02-28
"Los 100 días que no conmovieron al mundo",2009,,,,,,,,,,,,,"Love Never Dies",2012-02-28
"Toda la gente sola",2009,,,,,,,,,,,,,"Love Never Dies",2012-02-28
"El secreto de sus ojos",2010,Argentina,Spain,,,Español,,,,es,,,,"Love Never Dies",2012-02-28
"El secreto de sus ojos",2010,Argentina,Spain,,,Español,,,,es,,,,"Love Never Dies",2012-02-28
"M (2007/Argentina)",2007,,,,,,,,,,,,,"Love Never Dies",2012-02-28
"El Desierto negro",2008,,,,,,,,,,,,,"Love Never Dies",2012-02-28
"My Days with Gloria",2010,,,,,,,,,,,,,"Love Never Dies",2012-02-28
"La cola",2012,Spain,Italy,,,Italiano,,,,it,,,,"La coda dello scorpione",1971-08-16
"Deuda",2004,Argentina,,,,English,Español,,,en,es,,,"Deuda",2004-10-07
"Un buen día",2010,Spain,,,,Español,,,,es,,,,"Un buen dia lo tiene cualquiera",
"Tango, un giro extraño",2005,,,,,,,,,,,,,"Un buen dia lo tiene cualquiera",
"Orillas",2011,Mexico,,,,Español,,,,es,,,,"Atempa, sueños a orillas del río",2013-10-21
"Un Día en el paraíso",2003,Argentina,,,,Español,,,,es,,,,"Un día en el paraíso",2003-07-03
"El Arca",2007,,,,,English,,,,en,,,,"Un día en el paraíso",2003-07-03
"El secreto de sus ojos",2009,Argentina,Spain,,,Español,,,,es,,,,"Un día en el paraíso",2003-07-03
"Abrir puertas y ventanas (Back to Stay)",2012,Argentina,Switzerland,,,Español,,,,es,,,,"Abrir Puertas y Ventanas",2012-02-23
"Fantasma de Buenos Aires",2009,Argentina,,,,Español,,,,es,,,,"Fantasma de Buenos Aires",2009-11-26
"2 Days in Paris",2008,France,Germany,,,English,Français,,,en,fr,,,"2 Days In Paris",2007-02-09
"Mitti",2010,,,,,,,,,pa,,,,"Mitti Wajaan Maardi",2007-01-01
"Kisaan",2009,India,,,,हिन्दी,,,,hi,,,,"Kisaan",2009-08-28
"Tempted",2002,United States of America,,,,English,,,,en,,,,"Tempted",2003-03-10
"Van Diemen's Land",2009,,,,,English,,,,en,gd,,,"Van Diemen's Land",2009-09-24
"2 Days in Paris",2007,France,Germany,,,English,Français,,,en,fr,,,"2 Days In Paris",2007-02-09
"Jesus Christ Superstar (2012 re-release)",2012,,,,,English,,,,en,,,,"Jesus Christ Superstar - Live Arena Tour 2012",2012-11-19
"Star Trek: The Next Generation 25th Anniversary",2012,,,,,,,,,,,,,"Jesus Christ Superstar - Live Arena Tour 2012",2012-11-19
"The Waiting City",2010,,,,,,,,,,,,,"The Waiting City",2010-07-15
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"Happy Feet Two",2011-11-17
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"Happy Feet Two",2011-11-17
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"Happy Feet Two",2011-11-17
"2 Days in Paris",2007,France,Germany,,,English,Français,,,en,fr,,,"Happy Feet Two",2011-11-17
"Woman on Top",2001,United States of America,,,,English,Português,,,en,pt,,,"Woman on Top",2000-09-22
"The Nothing Men",2010,,,,,,,,,,,,,"The Nothing Men",2010-02-05
"Small Time Crooks",2001,United States of America,,,,English,,,,en,,,,"Small Time Crooks",2000-05-19
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"Small Time Crooks",2000-05-19
"Coffin Rock",2009,Australia,United Kingdom,,,English,,,,en,,,,"Coffin Rock",2009-09-04
"Strange Bedfellows",2004,,,,,,,,,,,,,"Strange Bedfellows",1965-01-01
"Solarmax",2004,,,,,English,,,,en,,,,"IMAX - Solar Max",2000-07-01
"A Man's Gotta Do",2004,,,,,,,,,,,,,"A Man's Gotta Do",2004-07-08
"$9.99 ",2009,Australia,Israel,,,English,,,,en,,,,"$9.99",2009-04-29
"Russian Doll",2001,,,,,,,,,,,,,"$9.99",2009-04-29
"2 Days in Paris",2008,France,Germany,,,English,Français,,,en,fr,,,"$9.99",2009-04-29
"Not Suitable for Children",2012,Australia,,,,English,,,,en,,,,"Not Suitable For Children",2012-07-12
"The Jammed",2007,Australia,,,,English,,,,en,,,,"The Jammed",2007-01-01
"Cactus",2008,,,,,,,,,,,,,"Cactus",1986-09-05
"Crocodile Dundee in Los Angeles",2001,Australia,United States of America,,,English,Español,,,en,es,,,"Crocodile Dundee in Los Angeles",2001-04-12
"Crocodile Dundee in Los Angeles",2001,Australia,United States of America,,,English,Español,,,en,es,,,"Crocodile Dundee in Los Angeles",2001-04-12
"Purely Belter",2001,,,,,English,,,,en,,,,"Purely Belter",2000-11-03
"Celine: Through the Eyes of the World",2010,,,,,English,Français,,,en,fr,,,"Celine: Through the Eyes of the World",2010-02-17
"Road Train",2010,Australia,,,,English,,,,en,,,,"Road Train",2010-09-28
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"Road Train",2010-09-28
"Hating Alsion Ashley",2005,,,,,,,,,,,,,"Road Train",2010-09-28
"Russian Doll",2001,,,,,,,,,,,,,"Road Train",2010-09-28
"Matthew Bourne's Swan Lake",2012,,,,,,,,,,,,,"Road Train",2010-09-28
"Any Questions for Ben?",2012,,,,,,,,,,,,,"Road Train",2010-09-28
"Kath & Kimderella",2012,,,,,English,,,,en,,,,"Kath & Kimderella",2012-09-06
"Titanic 3D: Ghosts of the Abyss",2010,United States of America,,,,English,,,,en,,,,"Ghosts Of The Abyss",2003-04-10
"2 Days in Paris",2007,France,Germany,,,English,Français,,,en,fr,,,"Ghosts Of The Abyss",2003-04-10
"Croupier",2001,Germany,France,Ireland,United Kingdom,English,,,,en,,,,"Croupier",1998-06-25
"Savages Crossing",2010,,,,,,,,,,,,,"Savages Crossing",2011-05-11
"2 Days in Paris",2008,France,Germany,,,English,Français,,,en,fr,,,"Savages Crossing",2011-05-11
"2 Days in Paris",2008,France,Germany,,,English,Français,,,en,fr,,,"Savages Crossing",2011-05-11
"Gettin' Square",2003,Australia,,,,English,Polski,,,en,pl,,,"Gettin' Square",2003-10-09
"2 Days in Paris",2008,France,Germany,,,English,Français,,,en,fr,,,"Gettin' Square",2003-10-09
"The Tumbler",2010,,,,,,,,,,,,,"Gettin' Square",2003-10-09
"Happy Feet Two",2012,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"Happy Feet Two",2011-11-17
"Deck Dogz",2005,Australia,,,,English,,,,en,,,,"Deck Dogz",2005-01-06
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"Deck Dogz",2005-01-06
"Take Away",2003,Australia,,,,English,,,,en,,,,"Take Away",2003-08-14
"Fat Pizza",2003,Australia,,,,English,,,,en,,,,"Fat Pizza",2003-04-10
"Tornado Alley",2011,United States of America,,,,English,,,,en,,,,"Tornado Alley",2011-03-18
"Summer Coda",2010,,,,,,,,,,,,,"Summer Coda",2010-10-20
"Electroma",2007,France,United States of America,,,,,,,,,,,"Daft Punk's Electroma",2006-03-24
"2 Days in Paris",2007,France,Germany,,,English,Français,,,en,fr,,,"Daft Punk's Electroma",2006-03-24
"God on My Side",2006,,,,,,,,,,,,,"Daft Punk's Electroma",2006-03-24
"Lost Souls",2001,United States of America,,,,English,,,,en,,,,"Lost Souls",2000-10-13
"$9.99 ",2010,Australia,Israel,,,English,,,,en,,,,"$9.99",2009-04-29
"Off the Grid",2007,,,,,,,,,,,,,"Off the Grid",2011-05-31
"Boxing Day",2007,Australia,,,,English,,,,en,,,,"Boxing Day",2007-11-22
"Jindabyne",2007,Australia,,,,English,,,,en,,,,"Jindabyne",2006-09-01
"Big Mamma's Boy",2011,,,,,English,,,,en,,,,"Big Mamma's Boy",2011-07-28
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"Big Mamma's Boy",2011-07-28
"2 Days in Paris",2008,France,Germany,,,English,Français,,,en,fr,,,"Big Mamma's Boy",2011-07-28
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"Big Mamma's Boy",2011-07-28
"The Voyage That Shook the World",2009,Australia,,,,English,,,,en,,,,"The Voyage That Shook the World",2009-08-26
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"The Voyage That Shook the World",2009-08-26
"Bombay to Bangkok",2008,,,,,,,,,,,,,"Bombay To Bangkok",2008-01-11
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"Bombay To Bangkok",2008-01-11
"African Adventure: Safari in the Okavango",2007,,,,,,,,,,,,,"Bombay To Bangkok",2008-01-11
"Dinosaurs Alive 3D",2009,United States of America,,,,English,,,,en,,,,"Dinosaurs Alive",2007-01-01
"Lucky Miles",2007,Australia,,,,English,,,,en,,,,"Lucky Miles",2007-07-19
"Australia: Land Beyond Time",2002,Australia,United States of America,,,English,Deutsch,,,en,de,,,"Australia: Land Beyond Time",2002-05-25
"2 Days in Paris",2007,France,Germany,,,English,Français,,,en,fr,,,"Australia: Land Beyond Time",2002-05-25
"Closed for Winter",2009,,,,,,,,,,,,,"Closed For Winter",2009-04-03
"Australian Rules",2002,,,,,,,,,,,,,"Australian Rules",2002-03-05
"The Nugget",2002,Australia,,,,English,,,,en,,,,"The Nugget",2002-10-17
"Blurred",2002,,,,,,,,,,,,,"Blurred",2002-03-12
"Jindabyne",2007,Australia,,,,English,,,,en,,,,"Blurred",2002-03-12
"Lad Gaya Pecha",2010,,,,,,,,,,,,,"Blurred",2002-03-12
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"Blurred",2002-03-12
"Sirphire",2012,,,,,,,,,,,,,"Sirphire",2012-08-10
"Monkey Puzzle",2008,,,,,,,,,,,,,"Monkey Puzzle",2008-10-22
"Crocodile Dundee in Los Angeles",2001,Australia,United States of America,,,English,Español,,,en,es,,,"Monkey Puzzle",2008-10-22
"$9.99 ",2009,Australia,Israel,,,English,,,,en,,,,"Monkey Puzzle",2008-10-22
"Sous le Sable (Under the Sand)",2002,France,,,,Français,,,,fr,,,,"Sous le Sable",2000-09-11
"The Extra",2005,Australia,,,,English,,,,en,,,,"The Extra",2005-04-21
"Wasted on the Young",2011,,,,,,,,,,,,,"Wasted on the Young",2010-06-13
"All My Friends Are Leaving Brisbane",2007,,,,,English,,,,en,,,,"All My Friends Are Leaving Brisbane",2007-01-01
"Coyote Ugly",2001,United States of America,,,,English,,,,en,,,,"Coyote Ugly",2000-07-30
"September",2007,Australia,,,,,,,,,,,,"September",2007-11-29
"2 Days in Paris",2007,France,Germany,,,English,Français,,,en,fr,,,"September",2007-11-29
"2 Days in Paris",2007,France,Germany,,,English,Français,,,en,fr,,,"September",2007-11-29
"Panjaban: Love Rules Hearts",2010,,,,,,,,,,,,,"September",2007-11-29
"Three Dollars",2005,Australia,,,,English,,,,en,,,,"Three Dollars",2005-04-21
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"Three Dollars",2005-04-21
"A Journey of Dmitry Shostakovich",2008,,,,,,,,,,,,,"Three Dollars",2005-04-21
"Peaches",2005,,,,,,,,,,,,,"Peaches",2000-12-10
"West",2007,,,,,,,,,,,,,"West",2007-07-05
"Walk the Talk",2001,Sweden,,,,English,,,,en,,,,"Walk the Talk",2007-06-15
"2 Days in Paris",2007,France,Germany,,,English,Français,,,en,fr,,,"Walk the Talk",2007-06-15
"Wish You Were Here (2012)",2012,,,,,,,,,,,,,"Walk the Talk",2007-06-15
"Duets",2001,United States of America,,,,English,,,,en,,,,"Duets",2001-02-08
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"Duets",2001-02-08
"Journey",2004,,,,,తెలుగు,,,,te,,,,"Journey",2011-12-16
"Cyberworld 3-D (IMAX)",2001,,,,,,,,,,,,,"Journey",2011-12-16
"Lucky Country",2009,Australia,,,,English,,,,en,,,,"Lucky Country",2009-07-16
"2 Days in Paris",2007,France,Germany,,,English,Français,,,en,fr,,,"Lucky Country",2009-07-16
"You Can't Stop the Murders",2003,,,,,,,,,,,,,"You Can't Stop the Murders",2003-03-12
"I Really Hate My Job",2009,United Kingdom,,,,,,,,,,,,"I Really Hate My Job",2007-01-01
"He Died With a Felafel in His Hand",2001,Australia,,,,English,Italiano,,,en,it,,,"He Died with a Felafel in His Hand",2001-08-30
"Warren Miller's Like There's No Tomorrow",2012,,,,,English,,,,en,,,,"Like There's No Tomorrow",2011-10-27
"Jindabyne",2007,Australia,,,,English,,,,en,,,,"Like There's No Tomorrow",2011-10-27
"Into the Shadows",2009,,,,,,,,,,,,,"Into the Shadows",2009-10-29
"Warren Miller's Ride",2001,,,,,,,,,,,,,"Warren Miller's Ride",2000-12-17
"Jindabyne",2006,Australia,,,,English,,,,en,,,,"Jindabyne",2006-09-01
"All the Pretty Horses",2001,United States of America,,,,English,,,,en,,,,"All the Pretty Horses",2000-12-11
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"All the Pretty Horses",2000-12-11
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"All the Pretty Horses",2000-12-11
"Happy Feet Two",2012,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"All the Pretty Horses",2000-12-11
"Last of the Haussman (NT Live)",2012,,,,,,,,,,,,,"All the Pretty Horses",2000-12-11
"Playing for Charlie",2010,,,,,,,,,,,,,"Playing for Charlie",
"Here I Am",2011,,,,,,,,,,,,,"Here I Am",1962-01-01
"Burke & Wills",2007,,,,,English,,,,en,,,,"Burke",
"Hope (2008/Australia)",2008,,,,,,,,,,,,,"Burke",
"The Broken Hearts Club",2001,United States of America,,,,English,,,,en,,,,"The Broken Hearts Club: A Romantic Comedy",2001-02-01
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"The Broken Hearts Club: A Romantic Comedy",2001-02-01
"2 Days in Paris",2007,France,Germany,,,English,Français,,,en,fr,,,"The Broken Hearts Club: A Romantic Comedy",2001-02-01
"The Closer You Get",2001,,,,,English,,,,en,,,,"The Closer You Get",2000-12-27
"2 Days in Paris",2008,France,Germany,,,English,Français,,,en,fr,,,"The Closer You Get",2000-12-27
"Beautiful Kate",2009,Australia,,,,English,,,,en,,,,"Beautiful Kate",2009-08-06
"The 6th Day",2001,Canada,United States of America,,,English,,,,en,,,,"The 6th Day",2000-11-16
"Fighting Fear",2011,Australia,,,,English,,,,en,,,,"Fighting Fear",2011-11-10
"Jindabyne",2007,Australia,,,,English,,,,en,,,,"Fighting Fear",2011-11-10
"The Rage in Placid Lake",2003,Australia,,,,English,,,,en,,,,"The Rage in Placid Lake",2003-05-17
"Jindabyne",2007,Australia,,,,English,,,,en,,,,"The Rage in Placid Lake",2003-05-17
"Let's Get Skase",2001,,,,,,,,,,,,,"Let's Get Skase",2001-10-18
"Kokoda",2006,Australia,,,,Deutsch,English,,,de,en,,,"Kokoda",2006-04-25
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"Kokoda",2006-04-25
"The Limey",2001,United States of America,,,,English,Français,,,en,fr,,,"The Limey",1999-10-08
"2 Days in Paris",2007,France,Germany,,,English,Français,,,en,fr,,,"The Limey",1999-10-08
"Rififi (Re-issue)",2001,,,,,,,,,,,,,"The Limey",1999-10-08
"The Yards",2001,United States of America,,,,English,Español,,,en,es,,,"The Yards",2000-04-27
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"The Yards",2000-04-27
"Rampage",2006,Canada,Germany,,,English,,,,en,,,,"Rampage",2009-08-14
"You Can Count on Me",2001,United States of America,,,,English,,,,en,,,,"You Can Count on Me",2000-01-01
"The Night We Called It a Day",2003,,,,,,,,,,,,,"The Night We Called It a Day",2003-08-14
"2 Days in Paris",2008,France,Germany,,,English,Français,,,en,fr,,,"The Night We Called It a Day",2003-08-14
"Two Fists, One Heart",2009,,,,,,,,,,,,,"Two Fists, One Heart",2009-03-19
"Footy Legends",2006,Australia,,,,English,Tiếng Việt,,,en,vi,,,"Footy Legends",2006-08-03
"Under the Radar",2004,Australia,,,,English,,,,en,,,,"Under the Radar",2004-01-01
"Mad Bastards",2011,,,,,English,,,,en,,,,"Mad Bastards",2010-01-01
"The Crop",2004,,,,,,,,,,,,,"The Crop",2004-08-14
"Tigerland",2001,United States of America,,,,English,Magyar,,,en,hu,,,"Tigerland",2000-09-22
"2 Days in Paris",2008,France,Germany,,,English,Français,,,en,fr,,,"Tigerland",2000-09-22
"National Theatre Live: Collaborators",2012,,,,,,,,,,,,,"Tigerland",2000-09-22
"Grand Canyon Adventure: River at Risk",2008,United States of America,,,,English,Español,,,en,es,,,"Grand Canyon Adventure: River at Risk",2008-03-12
"Love, Lust & Lies",2010,,,,,,,,,,,,,"Love, Lust & Lies",2010-01-26
"Horseplay",2003,United Kingdom,,,,English,,,,en,,,,"Beastie Boys 'Horseplay'",2013-11-02
"The Wannabes",2003,,,,,,,,,,,,,"The Wannabes",2003-09-25
"A Hard Day's Night (Re-issue)",2001,,,,,,,,,,,,,"The Wannabes",2003-09-25
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"The Wannabes",2003-09-25
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"The Wannabes",2003-09-25
"2 Days in Paris",2007,France,Germany,,,English,Français,,,en,fr,,,"The Wannabes",2003-09-25
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"The Wannabes",2003-09-25
"Love the Beast",2009,Australia,,,,English,,,,en,,,,"Love the Beast",2010-04-15
"Best in Show",2001,United States of America,,,,English,,,,en,,,,"Best in Show",2000-09-19
"Doctor Zhivago (Re)",2001,,,,,,,,,,,,,"Best in Show",2000-09-19
"Mullet",2001,,,,,,,,,,,,,"Mullet",2001-06-28
"Cold Fusion",2002,United States of America,,,,English,,,,en,,,,"Cold Fusion",2011-02-23
"A Heartbeat Away",2011,Australia,,,,English,,,,en,,,,"A Heartbeat Away",2011-03-11
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"A Heartbeat Away",2011-03-11
"Celebrity: Dominick Dunne",2008,,,,,,,,,,,,,"A Heartbeat Away",2011-03-11
"The Merchants of Bollywood",2009,,,,,,,,,,,,,"A Heartbeat Away",2011-03-11
"Book of Shadows: Blair Witch 2",2001,United States of America,,,,Deutsch,English,,,de,en,,,"Book of Shadows: Blair Witch 2",2000-10-27
"Center Stage: Turn It Up",2008,,,,,English,,,,en,,,,"Center Stage: Turn It Up",2008-10-30
"Dancer in the Dark",2001,Sweden,,,,English,,,,en,,,,"Dancer in the Dark",2000-09-22
"Unfolding Florence: The Many Lives of Florence Broadhurst",2006,,,,,,,,,,,,,"Dancer in the Dark",2000-09-22
"I Am Eleven",2012,,,,,,,,,,,,,"I Am Eleven",2011-07-22
"Paris Opera Ballet: Romeo and Juliet",2012,,,,,,,,,,,,,"I Am Eleven",2011-07-22
"Bolshoi Ballet: Raymonda",2012,,,,,,,,,,,,,"I Am Eleven",2011-07-22
"Risk",2001,,,,,,,,,,,,,"Risk",2007-01-18
"Lake Mungo",2009,Australia,,,,English,Deutsch,,,en,de,,,"Lake Mungo",2008-06-17
"Going Vertical",2010,,,,,,,,,,,,,"Lake Mungo",2008-06-17
"2 Days in Paris",2007,France,Germany,,,English,Français,,,en,fr,,,"Lake Mungo",2008-06-17
"BoyTown",2006,Australia,,,,English,,,,en,,,,"BoyTown",2006-10-19
"2 Days in Paris",2008,France,Germany,,,English,Français,,,en,fr,,,"BoyTown",2006-10-19
"Salvation (2008)",2009,,,,,,,,,,,,,"BoyTown",2006-10-19
"Happy Feet Two",2012,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"BoyTown",2006-10-19
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"BoyTown",2006-10-19
"Clemenza Di Tito (Met Opera)",2012,,,,,,,,,,,,,"BoyTown",2006-10-19
"Warren Miller's Children of Winter",2009,,,,,English,,,,en,,,,"Children of Winter",2009-10-13
"Happy Feet Two",2012,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"Children of Winter",2009-10-13
"The Family Man",2001,United States of America,,,,English,,,,en,,,,"The Family Man",2000-12-12
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"The Family Man",2000-12-12
"Jindabyne",2006,Australia,,,,English,,,,en,,,,"The Family Man",2000-12-12
"Jindabyne",2007,Australia,,,,English,,,,en,,,,"The Family Man",2000-12-12
"Pane e tulipani (Bread and Tulips)",2001,Italy,,,,Italiano,,,,it,,,,"Pane e Tulipani",2000-12-21
"Warren Miller's Dynysty",2010,,,,,,,,,,,,,"Pane e Tulipani",2000-12-21
"Ik Kudi Punjab Di",2010,India,,,,,,,,pa,,,,"Ik Kudi Punjab Di",2010-09-17
"48 Shades",2006,Australia,,,,English,,,,en,,,,"48 Shades",2006-08-31
"RiP: A Remix Manifesto",2009,Canada,,,,English,,,,en,,,,"RiP!: A Remix Manifesto",2009-04-01
"Tom White",2004,Australia,,,,English,,,,en,,,,"Tom White",2004-08-19
"The Honourable Wally Norman",2003,,,,,,,,,,,,,"The Honourable Wally Norman",2003-11-12
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"The Honourable Wally Norman",2003-11-12
"The Last Waltz (Re-issue)",2002,,,,,,,,,,,,,"The Honourable Wally Norman",2003-11-12
"Roar: Lions of the Kalahari",2004,,,,,,,,,,,,,"The Honourable Wally Norman",2003-11-12
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"The Honourable Wally Norman",2003-11-12
"Subdivision",2009,,,,,,,,,,,,,"Subdivision",2009-08-20
"Crooked Business",2008,,,,,,,,,,,,,"Crooked Business",2008-08-15
"Son of a Lion",2008,,,,,English,,,,en,,,,"Son of a Lion",2007-10-06
"$9.99 ",2009,Australia,Israel,,,English,,,,en,,,,"Son of a Lion",2007-10-06
"Men's Group",2008,,,,,,,,,,,,,"Men's Group",2008-09-18
"Happy Feet Two",2012,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"Men's Group",2008-09-18
"Apni Boli Apna Des",2009,India,,,,,,,,pa,,,,"Apni Boli Apna Des",2009-08-28
